"Alien"	"Mean.Temperature"	"Mean.Jan.Temperature"	"Rango.de.temperatura"	"PET"	"Min.pET"	"Max.pET"	"Insolation"	"Growth.Season"	"AET"	"Water.Defcit"	"Precipitation"	"Rainfall"
174	9.3775	3.6325	7.57	637.4194738	11.83297196	111.6144639	3.714166667	301.05	472.3837078	165.035766	784.9175	784.9175
160	9.1025	3.405	6.845	629.9699927	10.99620283	110.3746951	3.653958334	292.33	474.188257	155.7817357	827.9275	827.9275
167	8.165	2.5725	6.19	604.5394622	8.287440337	107.4245795	3.42625	263.23	474.036301	130.5031612	1011.5475	1011.5475
207	7.275	1.9275	5.84	582.0647217	7.053583237	104.9226888	3.268125	242.48	472.1023196	109.9624021	1325.155	1325.155
202	7.685	2.22	6.55	593.4710935	8.311805945	106.6927201	3.35375	257.12	471.5968437	121.8742499	1103.835	1103.835
197	7.875	2.395	6.92	598.0412669	8.609895328	107.1778981	3.393958333	262.62	458.8881947	139.1530721	913.665	913.665
296	8.6775	3.0525	7.2075	618.7776583	10.79747347	110.2460883	3.549791667	278.7	463.133297	155.6443614	815.1375	815.1375
187	8.885	3.2	7.48	623.853696	9.935576179	110.9011904	3.631041667	283.88	439.4967746	184.3569215	679.48	679.48
233	8.8025	3.1475	8.09	621.8749677	10.63807669	110.3504713	3.690416667	285.96	429.2662265	192.6087413	643.7025	643.7025
184	8.895	3.2075	8.285	624.226219	10.76563214	110.5897253	3.727916667	288.06	422.7996049	201.4266141	615.11	615.11
161	8.96	3.175	8.0425	626.1692547	10.05942903	110.8462474	3.763125	285.92	420.2010678	205.9681869	602.7425	602.7425
195	9.135	3.285	7.9975	630.7314698	10.63108438	111.3514423	3.866666667	289.28	417.2070623	213.5244075	585.145	585.145
254	8.9375	3.09	7.9225	625.5637697	9.568722244	110.6962875	3.878541667	285.42	420.1637112	205.4000586	604.79	604.79
191	9.14	3.2125	7.88	631.0673132	10.71786718	111.6853779	3.957916667	287.35	420.4430311	210.6242821	594.625	594.625
160	9.1	3.15	7.7225	629.7617376	10.40371415	111.4212536	3.978958334	284.57	418.4328186	211.328919	590.43	590.43
147	8.7625	2.885	7.485	620.3667102	9.475312262	109.8770166	3.957291667	275.96	426.5460252	193.820685	636.23	636.23
146	8.64	2.88	7.3775	616.4368583	10.55689985	108.9238424	3.94375	273.36	437.8946421	178.5422161	690.165	690.165
139	8.99	3.155	7.3725	625.5474792	10.78880445	110.4025499	3.949791667	282.59	441.6063721	183.9411071	679.075	679.075
109	7.025	2.755	4.8975	633.5520989	12.05793886	110.2932757	4.140555556	221.9775	377.6119402	255.9401587	474.5	474.5
188	10.0875	5.3325	6.0725	645.8463862	16.33905682	106.5142774	4.023958333	337.38	520.9170947	124.9292915	979.1425	979.1425
200	9.505	4.5	6.2775	633.5059444	14.48810589	106.0586779	3.710208334	317.01	538.9533429	94.55260147	1404.2375	1404.2375
143	6.435	2.2475	4.4125	557.7595062	5.402877764	96.25442112	3.083541667	224.68	463.6037265	94.15577968	2352.42	2352.42
169	8.38	3.75	6.6175	607.2970682	12.60463527	103.6215435	3.430833334	289.25	522.377662	84.91940618	2017.475	2017.475
124	8.265	3.3975	7.0125	605.309915	11.48826557	104.5326466	3.516458334	279.53	493.8756129	111.4343021	1238.155	1238.155
111	7.61	2.6575	6.89	589.3903035	10.57944378	103.1280058	3.442916667	255.58	468.75725	120.6330535	1110.7425	1110.7425
141	8.6925	3.5075	7.3475	616.8867914	10.43235864	106.7090292	3.609166667	287.62	471.1838847	145.7029067	865.38	865.38
175	8.205	3.075	6.96	604.0610146	10.34974719	105.0188859	3.649375	278.15	452.5397099	151.5213047	820.0975	820.0975
213	8.8525	3.53	7.2875	621.5419133	11.96187615	108.2606517	3.765	292.82	473.3846492	148.157264	853.9325	853.9325
237	9.73	4.155	7.24	644.4401169	12.10229964	112.3663295	3.783541667	316	464.226005	180.2141119	715.02	715.02
228	9.57	4	7.2125	640.4288714	11.475984	111.3759999	3.7425	312.33	455.7289607	184.6999107	693.75	693.75
147	9.275	3.7175	7.2775	633.3406262	11.11515392	110.4669092	3.674791667	303.76	468.1581553	165.1824709	773.8325	773.8325
179	9.485	3.885	7.2925	639.2970802	13.02775438	111.5246042	3.668541667	304.99	470.3117969	168.9852833	762.3675	762.3675
191	9.3375	3.67	7.3075	635.5913044	12.09324475	111.1807804	3.644583333	300.06	460.9120135	174.6792909	734.16	734.16
147	9.0225	3.3275	6.995	627.5404273	10.93012482	110.1276074	3.582083333	290.05	467.3963813	160.144046	798.9925	798.9925
91	7.9625	2.395	6.33	599.6276044	8.858825312	106.6433968	3.417916667	262.22	466.5725312	133.0550732	977.0675	977.0675
89	7.225	1.8175	6.055	580.8481087	6.122490504	104.7415488	3.319791667	243.29	465.3525152	115.4955934	1198.715	1198.715
156	7.5425	2.0875	6.63	588.6757421	8.446816059	106.2385992	3.360416667	253.2	464.4311258	124.2446163	1068.75	1068.75
241	8.525	2.9325	7.51	615.1479147	10.03026098	109.4802135	3.520208333	280.06	477.8582103	137.2897044	942.1575	942.1575
249	8.23	2.6675	7.0975	607.1229557	9.793845275	108.2423847	3.571666667	268.6	461.6740048	145.4489509	868.8025	868.8025
224	8.655	2.995	7.2475	617.8580719	9.777311181	110.0584748	3.627708333	275.69	449.5505001	168.3075718	743.97	743.97
264	8.915	3.1825	7.43	624.6675528	10.81509177	111.1263238	3.676458334	282.82	441.7647367	182.9028161	685.1575	685.1575
204	8.89	3.1775	8.055	623.8608789	10.71440265	110.7019006	3.723333333	287.26	432.3812624	191.4796165	650.0775	650.0775
158	8.9975	3.2025	7.9175	626.8102907	10.08651405	110.9798892	3.791875	287.57	422.6044974	204.2057933	608.7	608.7
220	9.2275	3.3425	7.86	632.9062421	10.71654815	111.8401661	3.935416667	290.6	416.9790947	215.9271474	580.215	580.215
259	9.2125	3.2575	7.5	632.624275	9.760523452	112.2389676	4.0725	286.6	419.8609669	212.763308	589.9225	589.9225
190	9.27	3.2925	7.57	634.2080824	10.74188664	112.5499171	4.083333333	287.4	420.9170402	213.2910421	590.0525	590.0525
177	9.2875	3.2825	7.81	634.6100824	10.5896673	112.3849377	4.027083333	287.98	417.5355699	217.0745124	579.2775	579.2775
225	9.065	3.0575	7.7	628.677041	10.06577269	111.4971349	3.965	282.61	423.4557198	205.2213213	608.48	608.48
157	8.87	2.9325	7.65	623.2384749	9.432204497	110.49754	3.913958333	279.1	432.4049093	190.8335656	650.6225	650.6225
171	9.115	3.0475	7.77	630.0173985	10.17943028	112.3197985	3.870625	284.33	433.8976001	196.1197984	641.47	641.47
166	9.3825	3.57	6.6175	634.7695032	10.49581483	111.178648	4.082083333	296.24	428.1818685	206.5876348	606.265	606.265
156	10.015	5.3925	5.77	642.458708	16.5603046	105.120856	3.993541667	335.57	539.4516646	103.0070434	1177.35	1177.35
97	8.4375	3.6825	5.68	607.9447681	13.00727369	101.8751451	3.48625	290.84	529.7493112	78.19545697	2426.6675	2426.6675
61	7.0975	2.455	5.5425	576.6296894	8.162019751	99.59814363	3.266875	251.44	492.3140655	84.31562396	3688.87	3688.87
137	8.6875	3.77	7.3125	615.5936386	14.01404863	106.0849371	3.50625	295.85	536.0329749	79.56066373	2334.0525	2334.0525
115	7.985	3.0525	7.27	598.8817561	10.34124552	103.7421576	3.439166667	267.96	490.3914399	108.4903162	1314.01	1314.01
72	6.905	1.8975	7.205	572.2179323	8.342469301	101.0982706	3.350625	233.65	461.9115915	110.3063407	1321.78	1321.78
113	7.685	2.6775	7.07	591.6217986	8.744179627	103.1740634	3.4725	261.08	469.4048906	122.216908	1081.9325	1081.9325
120	8.3375	3.22	7.0425	607.0597901	10.74134727	105.4470947	3.604791667	282.83	461.0174101	146.04238	858.2575	858.2575
180	8.08	2.89	6.7825	601.8824063	10.69294411	105.564911	3.67875	271.88	473.0097213	128.8726851	1005.0925	1005.0925
197	9.405	3.9275	7.4325	635.7925638	12.02409804	110.6528926	3.798541667	306.86	466.5198923	169.2726715	752.41	752.41
159	9.4625	3.925	7.445	637.2219331	11.36770235	110.7170142	3.748333333	309.46	450.1597584	187.0621747	680.1825	680.1825
121	9.025	3.5025	7.3225	626.5045423	10.72570795	109.4593739	3.64875	297.84	455.7203691	170.7841731	738.295	738.295
126	9.285	3.675	7.4125	633.5609122	12.5173024	110.8690843	3.642083333	299.51	454.997972	178.5629401	712.685	712.685
192	9.1925	3.495	7.205	631.3883254	11.60025168	110.6841496	3.59625	291.67	453.8912388	177.4970866	715.9225	715.9225
202	8.6	2.93	6.705	616.0584208	10.15517742	108.7299912	3.492916667	272.16	462.2095221	153.8488988	822.725	822.725
195	8.3975	2.71	6.92	611.4311951	9.768473459	108.4636714	3.491875	271.41	472.1036989	139.3274962	924.6375	924.6375
125	7.5025	1.9325	6.5825	587.8101302	7.213274821	105.7123189	3.401875	252.57	463.2112131	124.5989171	1059.17	1059.17
137	7.685	2.1275	6.88	592.7356402	8.078547846	106.454939	3.428541667	257.87	463.2968415	129.4387987	1003.2025	1003.2025
202	8.09	2.505	7.2475	603.2015917	9.005341842	107.8186119	3.515625	267.18	466.9782822	136.2233095	942.2525	942.2525
218	8.645	2.95	7.51	618.0252299	10.55059262	109.9462588	3.636666667	279.15	465.5217812	152.5034487	831.6975	831.6975
232	8.8275	3.08	7.365	622.2755331	9.796011671	110.6018793	3.608333333	281.5	449.3771241	172.898409	726.645	726.645
232	8.8575	3.0725	7.1075	623.029362	10.33719211	110.9490473	3.589375	280.97	447.4361467	175.5932153	714.4925	714.4925
201	9.0275	3.2275	7.6825	627.1907964	10.65734525	111.4274807	3.691041667	289.07	436.5355053	190.6552911	657.3475	657.3475
249	9.26	3.395	7.915	633.5916605	10.31220483	112.175378	3.818541667	293.86	424.1700121	209.4216484	600.5875	600.5875
232	9.3025	3.3775	7.83	634.6724089	10.74988857	112.3174116	3.950625	291.3	412.7496796	221.9227293	564.74	564.74
156	9.205	3.2275	7.76	631.9321227	9.437366659	112.2471124	4.0775	285.31	416.3093274	215.6227953	580.2475	580.2475
160	9.215	3.2075	7.77	632.6225789	10.50283031	112.3558498	4.099791667	285.13	419.5697404	213.0528384	588.47	588.47
135	9.31	3.29	7.8125	635.0256182	10.54359017	112.4987213	4.056458333	288.29	418.3616934	216.6639249	580.7225	580.7225
168	9.285	3.24	7.8075	634.3829671	10.20924513	112.3416125	4.025833333	287.86	417.7624724	216.6204947	579.9075	579.9075
123	9.2325	3.17	7.77	632.8834982	9.493260133	112.126804	3.995208334	286.98	419.8983714	212.9851268	588.645	588.645
156	9.32	3.415	7.1425	633.852816	10.32356145	111.2310645	4.076041667	292.4	423.0084534	210.8443626	592.9725	592.9725
115	8.745	4.2075	5.335	613.834636	13.37352956	101.5277844	3.705625	302.92	524.0826018	89.75203425	1539.78	1539.78
139	8.57	3.8375	5.75	610.6800038	13.3487107	102.5275624	3.5275	296.47	527.4043519	83.27565188	1947.5375	1947.5375
76	8.255	3.335	6.0875	604.4142381	6.693340514	102.8272122	3.442916667	282.54	520.4525898	83.96164835	2132.125	2132.125
60	7.275	2.5575	5.875	580.1937905	9.974397647	100.4655745	3.277291667	250.9	489.7531328	90.44065776	2254.0525	2254.0525
80	6.98	2.265	6.5125	573.2451841	9.324775553	100.60274	3.235833333	242.22	476.5328812	96.71230288	1897.365	1897.365
92	7.0875	2.19	7.155	576.4981755	9.823322627	101.7345884	3.27625	248.4	469.3759135	107.1222621	1412.0125	1412.0125
104	7.915	2.9125	7.675	597.267234	10.2973639	104.6164838	3.46	274.92	471.0395742	126.2276598	1035.9075	1035.9075
115	7.8625	2.7725	7.0375	596.6597094	8.828088288	104.1996173	3.516458333	268.69	469.8255695	126.8341399	1017.255	1017.255
160	8.4875	3.1475	7.1825	612.7666192	10.6648841	107.4046626	3.658958333	283.22	477.347163	135.4194562	943.3825	943.3825
137	9.3325	3.8425	7.4725	633.7612223	11.87805113	110.3638032	3.748125	303.7	461.2832487	172.4779736	735.2075	735.2075
118	9.32	3.7925	7.4975	633.2668549	11.11829861	110.2061329	3.719166667	304.36	447.5638309	185.7030239	680.51	680.51
151	8.985	3.4425	7.4625	625.3175892	10.67413435	109.4500535	3.648333334	295.26	449.5331723	175.7844169	713.5175	713.5175
123	9.095	3.4775	7.51	628.4298867	12.09147697	110.1368759	3.631458333	293.86	451.7317307	176.698156	714.2725	714.2725
188	8.7475	3.05	7.0475	619.653417	10.94005922	108.9819283	3.53375	277.8	450.8591306	168.7942863	741.2675	741.2675
348	8.75	2.95	6.79	620.3180722	10.29082991	109.5575038	3.500833334	271.53	462.0781183	158.2399539	799.5025	799.5025
192	8.185	2.5125	6.8225	605.2959081	9.415112111	107.7820708	3.460416667	261	461.1802306	144.1156775	878.9975	878.9975
222	8.115	2.4375	7.1975	604.1814942	8.466578255	107.8053668	3.501458334	267.87	463.2790051	140.9024891	902.08	902.08
257	8.33	2.64	7.4375	609.3725364	9.393748577	108.6913091	3.543125	275.92	461.5986643	147.773872	855.8325	855.8325
178	8.54	2.835	7.6975	614.9768711	9.933052764	109.4264647	3.591041667	280.64	458.1318112	156.84506	802.155	802.155
198	8.8175	3.0975	7.7725	621.9647717	10.63186507	110.2998432	3.645833333	283.1	456.2871667	165.677605	760.93	760.93
244	9.1725	3.35	7.745	631.4983578	10.22454679	111.6126525	3.624166667	291.27	451.8235641	179.6747937	706.13	706.13
308	9.2775	3.3775	7.31	634.2199694	10.88399704	112.5974067	3.575	290.04	444.3612412	189.8587283	668.745	668.745
224	9.425	3.525	7.6325	637.6549448	10.80505083	112.9452633	3.676875	296.49	433.5687863	204.0861584	622.59	622.59
198	9.2675	3.3825	7.8725	633.4135404	10.18045398	112.1095364	3.777708333	294.19	415.3923439	218.0211965	573.7375	573.7375
213	9.275	3.3325	7.8825	633.8179809	10.64213126	112.2554324	3.915	291.09	410.3455272	223.4724537	558.98	558.98
194	9.04	3.07	7.7375	627.4487347	9.384751632	111.6472267	4.033541667	282.26	418.5066268	208.9421079	594.22	594.22
204	9.225	3.1925	7.905	632.7748093	10.46921673	112.4764182	4.091458333	286.36	424.4245268	208.3502825	603.07	603.07
141	9.27	3.235	7.8925	633.7439281	10.42931939	112.2767713	4.045833334	288.44	419.9655373	213.7783908	587.38	587.38
116	9.2575	3.2275	7.82	633.2147914	10.24745921	111.8120028	4.065	287.07	414.6030566	218.6117348	571.94	571.94
206	9.305	3.3725	7.3175	633.6409469	9.71296531	110.8909089	4.141875	290.11	418.8293702	214.8115767	581.365	581.365
204	7.1225	2.79	4.87	635.6026809	11.57091449	109.996584	4.304444445	222.8475	373.5876704	262.0150105	463.5175	463.5175
159	9.665	5.235	5.79	632.8448188	16.58714494	102.9765303	4.205416667	334.42	517.6639259	115.1808929	1048.24	1048.24
182	7.25	3.825	4.5925	625.3410912	16.77624168	105.3501958	4.119722222	249.1125	492.9887811	132.3523101	821.77	821.77
186	7.585	4.0625	4.5375	645.7260074	17.01081706	106.1692445	3.948333333	252.66	505.3406085	140.3853989	872.6425	872.6425
84	8.6075	3.805	5.9975	611.169511	12.7497716	103.2853214	3.535833333	292.26	523.8169008	87.3526102	1799.8575	1799.8575
35	7.71	2.9175	6.1725	590.6644249	11.01665329	101.8153538	3.337291667	265.63	500.4018782	90.26254667	2038.5875	2038.5875
56	7.17	2.4975	6.475	578.9203937	4.481937984	100.7079427	3.224375	252.86	483.4607388	95.45965493	1832.675	1832.675
81	7.495	2.7925	6.8975	585.9379289	11.01782064	101.8096979	3.242291667	268.03	481.6590334	104.2788955	1452.4275	1452.4275
66	7.045	2.2975	6.825	572.4944057	1.72411056	101.4661041	3.272291667	248.08	463.7205299	108.7738759	1370.46	1370.46
85	6.8075	1.915	6.4475	569.2819774	6.360489399	101.3296221	3.327708334	236.86	457.8552035	111.4267738	1281.14	1281.14
172	8.4875	3.075	6.965	612.2233344	9.570888396	107.7245347	3.581666667	280.86	484.5783868	127.6449475	1016.7725	1016.7725
161	9.205	3.7	7.225	630.1820602	11.61446679	109.909636	3.695416667	299.84	462.0053548	168.1767054	750.66	750.66
164	9.0725	3.555	7.5225	627.0098034	10.97925269	109.5789527	3.684375	297.32	447.378016	179.6317874	697.1075	697.1075
145	8.9075	3.3425	7.7125	623.3964973	10.48662631	109.5656773	3.658958333	291.68	447.0065575	176.3899398	708.395	708.395
100	8.8675	3.2575	7.63	622.3301481	11.73749007	109.4276755	3.617916667	288.47	446.4694801	175.860668	710.4	710.4
158	8.53	2.8925	7.3225	613.6648309	10.65469638	108.2804755	3.542083334	277.56	448.9625877	164.7022432	754.905	754.905
180	8.6925	2.9975	7.4525	618.3992429	10.69467879	109.2226938	3.548958333	280.36	452.0476941	166.3515488	753.1025	753.1025
186	8.355	2.68	7.33	609.8752791	9.874230828	108.2643331	3.530833333	272.29	453.4229533	156.4523258	798.415	798.415
175	8.54	2.82	7.5975	614.6232584	10.37682891	109.2054484	3.589791667	279.96	457.8285877	156.7946707	800.8575	800.8575
141	8.81	3.0675	7.7925	621.6738083	9.953887728	110.2840529	3.628958333	288.57	451.3393497	170.3344586	736.075	736.075
152	9.0125	3.265	7.8425	627.0002646	10.84334912	111.0759227	3.645	292.19	446.0451972	180.9550674	694.7125	694.7125
293	9.335	3.535	7.74	635.4547912	11.21606338	112.4562811	3.658958333	296.2	445.3892083	190.065583	668.8725	668.8725
250	9.39	3.5625	7.6625	636.6974293	10.62783232	112.5269229	3.675625	297.43	436.8139008	199.8835285	635.0625	635.0625
362	9.6475	3.755	7.485	643.1672962	11.64568907	113.7362098	3.650416667	300.33	431.3401877	211.8271085	604.6875	604.6875
324	9.3925	3.5075	7.6825	636.2814133	11.01734238	112.6127089	3.659166667	296.32	423.265916	213.0154974	592.09	592.09
207	9.2575	3.3525	8.0125	632.7386538	10.39367887	112.046981	3.747291667	293.64	414.6233625	218.1152912	572.465	572.465
168	9.0875	3.155	7.885	628.3984991	10.23737663	111.5184311	3.826458333	286.65	422.9214411	205.477058	605.95	605.95
210	8.95	2.9875	7.805	624.9157248	9.299292284	111.3350804	3.905625	281.64	425.528552	199.3871729	622.1175	622.1175
165	9.09	3.0875	7.95	628.811943	10.33079269	111.8680773	3.971041667	284.7	423.2919421	205.5200009	606.4925	606.4925
154	9.315	3.2525	8.0525	634.7623133	10.46033039	112.4362361	4.023125	289.37	414.6948726	220.0674407	569.82	569.82
151	9.2625	3.2	7.87	633.2729942	10.15288902	111.7917872	4.067291667	286.97	407.5505454	225.7224488	551.6675	551.6675
136	9.335	3.385	7.4175	633.978798	10.02881076	110.8923651	4.165416667	290.02	414.7881874	219.1906106	569.055	569.055
198	9.0975	2.995	7.2475	627.9178236	10.10403228	110.9777738	4.039791667	281.77	443.5479427	184.3698809	680.1825	680.1825
239	9.125	2.97	7.55	629.1277768	9.539162903	111.4938836	4.03125	279.99	444.9594464	184.1683304	682.93	682.93
244	9.2175	3.085	7.52	631.2886341	9.930429871	111.5623812	4.041041667	282.88	442.5343955	188.7542386	667.2625	667.2625
251	9.1125	3.02	7.385	628.278967	10.20941102	111.0100503	3.981875	281.57	443.3588538	184.9201132	677.6975	677.6975
234	9.25	3.16	7.2975	631.7849442	10.07348317	111.3806583	3.973333334	286.22	443.7157096	188.0692346	669.33	669.33
250	9.425	3.5025	6.7275	634.7815207	10.95393096	110.5072691	4.084375	294.07	440.7858641	193.9956566	647.0725	647.0725
133	4.73	2.5775	2.7175	617.6493631	16.78763945	102.5907107	4.240833334	165.455	377.389793	240.2595701	465.6325	465.6325
31	8.0425	3.415	5.5125	597.6691489	11.90087397	101.0764378	3.496666667	278.52	508.4712893	89.19785954	1859.2375	1859.2375
52	8.0875	3.205	6.73	600.3156254	10.80946848	103.4787583	3.393125	274.3	509.5949405	90.72068491	1854.115	1854.115
30	7.2375	2.5	6.25	578.7822236	8.343019703	101.0911136	3.245	250.78	484.1480091	94.63421447	1951.72	1951.72
39	6.79	2.09	5.945	569.2742918	7.472073194	100.1801974	3.180625	231.87	474.2960247	94.97826708	1945.5525	1945.5525
72	6.9275	2.015	6.205	572.1668745	6.154554823	101.9874016	3.273333333	233.86	467.1051144	105.0617601	1453.9625	1453.9625
126	8.025	2.79	7.015	600.0448598	10.31462751	105.8612764	3.495833333	270.76	474.3119315	125.7329283	1037.8	1037.8
261	8.865	3.3725	6.9675	621.6300737	11.21801714	108.7049589	3.637083334	291.85	470.7516269	150.8784468	834.7725	834.7725
143	9.305	3.7525	7.3125	632.37455	11.43297931	110.3498273	3.713125	302.94	454.0500529	178.3244971	707.62	707.62
137	9.0275	3.4775	7.695	625.8648748	10.83203816	109.8241343	3.685416667	296.34	444.4081551	181.4567197	688.2825	688.2825
120	8.935	3.3425	8.0125	624.2210973	10.49802554	109.9896194	3.705	291.51	441.1586145	183.0624828	680.79	680.79
119	8.945	3.3025	7.935	624.461771	11.68868753	109.9942748	3.634791667	290.82	438.3045965	186.1571746	669.1075	669.1075
158	8.795	3.105	7.8425	620.7944312	11.18758557	109.5476719	3.575416667	286.47	441.8809631	178.9134681	695.0925	695.0925
128	8.67	2.9925	7.6175	617.6894519	10.78266329	109.0439581	3.58875	282.43	447.6436112	170.0458407	731.615	731.615
243	8.84	3.085	7.7425	622.1411347	10.5500546	110.1089339	3.624583334	285.41	449.4674954	172.6736394	725.155	725.155
151	8.7425	3.0025	7.73	619.5582686	10.8496064	109.7810286	3.629791667	285	446.8011538	172.7571149	720.67	720.67
160	8.675	2.985	7.6425	617.5735981	10.10635637	109.5634187	3.628125	285.54	438.0471833	179.5264148	687.8	687.8
315	9.1675	3.4075	7.9075	630.2761063	11.19856233	111.6794376	3.68	296.5	438.9246647	191.3514416	657.425	657.425
208	9.1475	3.385	7.8125	629.7564899	10.92607405	111.6222636	3.662291667	295.21	439.4032919	190.353198	660.2025	660.2025
184	9.215	3.3975	7.9425	631.5682777	10.3292452	111.856217	3.694583333	299.64	436.5044286	195.0638491	645.045	645.045
209	9.245	3.3925	7.9275	632.0828483	11.16769723	111.7495974	3.701875	299.93	421.0564667	211.0263816	592.49	592.49
150	8.7925	3.0025	7.8525	619.946646	10.33959625	109.9184052	3.63625	283.57	415.8329132	204.1137328	598.3125	598.3125
140	8.76	2.9375	7.9625	619.5191037	9.6957128	109.979891	3.680833333	279.62	425.6002799	193.9188238	632.9425	632.9425
158	8.6125	2.75	7.8175	615.6540134	9.657896732	109.8234825	3.73	275.15	427.0312189	188.6227944	648.155	648.155
188	8.8525	2.8925	7.95	622.2156542	9.348467652	111.0657541	3.836666667	280.23	429.1949352	193.020719	640.7225	640.7225
178	9.0875	3.0775	8.0425	628.5607203	10.35892225	111.8234538	3.92	285.25	420.0755868	208.4851335	596.0825	596.0825
147	9.4075	3.3375	8.1425	636.9951077	10.56682975	112.7741852	4.007916667	291.63	414.2096574	222.7854503	564.495	564.495
157	9.3825	3.2975	8.035	636.1807491	10.29522952	112.3558326	4.042083334	289.08	412.4961414	223.6846077	560.8	560.8
133	9.3575	3.2525	7.93	635.3505033	10.15064411	112.0873803	4.036666667	287.7	416.0927877	219.2577157	572.2725	572.2725
298	9.41	3.4125	7.2675	635.0475215	10.7490268	110.8338555	4.131666667	288.95	435.2481625	199.799359	630.31	630.31
231	9.1125	2.9025	7.685	629.005005	9.752360912	111.5221	4.033333333	278.74	440.845252	188.159753	667.7875	667.7875
222	9.14	2.9225	7.7775	629.5933825	9.475403874	111.7071637	4.055625	278.74	450.3578487	179.2355338	704.075	704.075
226	9.2175	3.015	7.8325	631.6468338	9.957269805	111.8782478	4.05625	280.77	448.7131639	182.93367	690.5325	690.5325
224	9.26	3.1025	7.825	632.4102506	10.43185142	111.7457087	4.030416667	284.2	439.9865157	192.4237349	654.36	654.36
253	9.295	3.2525	7.625	632.6424163	10.27791238	111.188718	4.005833333	289.09	437.2512782	195.3911381	642.04	642.04
222	9.4425	3.4875	7.3875	635.6032757	11.17695988	111.0140256	4.026041667	294.88	436.6989361	198.9043396	631.9175	631.9175
240	9.5525	3.675	6.8575	637.2682088	11.94271806	110.4924476	4.194166667	299.64	432.6457561	204.6224527	613.3975	613.3975
157	8.6975	3.96	6.1825	612.3485019	12.21205236	103.5668177	3.650833333	294.25	520.3860977	91.9624042	1601.6675	1601.6675
105	8.1125	3.2875	6.88	600.830635	11.49160287	103.5500551	3.421666667	272	515.4858476	85.34478737	2204.7825	2204.7825
45	7.4175	2.5975	6.52	584.8998483	9.799111552	101.8851892	3.308125	251.91	494.0604013	90.83944704	2083.4575	2083.4575
61	7.235	2.295	6.1875	580.2554348	8.381380722	102.3565353	3.29875	240.36	485.8679369	94.38749791	1861.2575	1861.2575
96	8.2675	3.05	6.8725	606.2152383	10.79145217	106.4473117	3.480416667	268.75	499.5862543	106.628984	1309.03	1309.03
143	8.6025	3.2925	7.1025	614.2032316	10.29746599	107.5785505	3.549375	281.58	476.5216837	137.6815479	922.51	922.51
160	9.3175	3.8025	7.58	632.8647216	12.28987945	110.4334384	3.692083333	302.28	465.4568525	167.4078691	755.425	755.425
132	9.17	3.6325	7.65	628.7266871	11.2883943	110.0714995	3.691458333	299.48	451.4681531	177.258534	707.275	707.275
252	9.1975	3.6	7.7275	630.1780376	11.01753672	110.8412384	3.682708333	300.24	439.5736336	190.604404	656.54	656.54
181	9.3075	3.665	7.74	633.3873331	10.83689166	111.5848299	3.703333333	302.14	436.0814163	197.3059168	637.25	637.25
155	9.1475	3.4675	7.87	629.2332237	12.08010239	110.7511338	3.666041667	293.69	439.0821384	190.1510854	658.7975	658.7975
154	8.8675	3.18	7.7825	622.2455082	11.39274326	109.7774789	3.597083334	286.35	445.7911381	176.45437	706.705	706.705
146	8.775	3.07	7.7925	619.8311765	10.84579876	109.5082331	3.59375	284.67	444.9308333	174.9003432	710.2375	710.2375
199	8.71	2.985	7.5975	617.9214928	10.30309197	109.5515277	3.593333333	280.46	438.2101849	179.7113079	687.16	687.16
175	8.81	3.035	7.7375	621.0227495	10.47339997	110.475888	3.637083333	286.08	451.526277	169.4964725	737.455	737.455
203	9.1825	3.3425	8.1	630.8904529	10.53858887	112.0116271	3.723958334	298.67	438.9634693	191.9269835	655.5025	655.5025
169	9.105	3.3075	7.8975	628.5532981	11.01944976	111.3386026	3.706666667	295.74	429.4122693	199.1410288	626.4475	626.4475
184	8.8125	3.0325	7.775	620.8175995	10.34338242	110.0672316	3.651458333	287.44	430.8488338	189.9687657	649.485	649.485
163	8.59	2.78	7.82	614.5935486	8.760751951	109.3736377	3.601041667	279.01	437.9435243	176.6500243	697.175	697.175
234	9.0725	3.125	8.1225	628.2376094	10.04264958	111.361668	3.652083334	286.12	443.0980074	185.1396021	678.24	678.24
182	9.04	3.14	8.32	626.9276767	10.3647105	111.219029	3.705208333	285.07	423.6019468	203.3257299	610.275	610.275
124	8.7	2.84	8.215	617.5020991	9.519184894	110.089074	3.69375	276.78	422.8017092	194.7003899	627.7625	627.7625
136	8.72	2.8175	7.9725	618.5124111	9.718588795	110.2956036	3.757916667	277.3	425.0566907	193.4557204	633.09	633.09
203	8.91	2.945	7.8825	623.575562	9.49230518	111.1291797	3.859166667	281.1	425.0959968	198.4795652	621.69	621.69
248	9.2975	3.2325	8.05	633.9625637	10.54902114	112.6926461	3.966458334	289.18	419.6271557	214.3354081	584.5475	584.5475
155	9.5	3.415	8.2	639.0562135	10.71061952	113.1445643	4.016875	293.94	414.3729815	224.683232	561.375	561.375
133	9.46	3.365	8.1575	637.8970828	10.43059273	112.7152197	4.016458333	292.26	407.2115744	230.6855083	543.615	543.615
120	9.45	3.33	8.105	637.6967725	10.22337487	112.4882772	4.014583333	289.95	413.2146164	224.4821561	560.07	560.07
232	9.4575	3.31	8.0225	637.8864766	9.71679551	112.3827521	3.994166667	286.44	417.2349096	220.651567	571.16	571.16
